AUDUSD,EURCHF,EURNOK,EURSEK,EURUSD,GBPUSD,NZDUSD,USDCAD,USDJPY
0.72932,1.5527,8.168,9.0175,1.1985,1.7203,0.6438,1.3033,109.42
0.72878,1.5532,8.168,9.0175,1.1986,1.7201,0.6434,1.3039,109.47
0.72858,1.5536,8.1715,9.016,1.1988,1.7196,0.6435,1.3043,109.47
0.72845,1.5536,8.1675,9.0162,1.1974,1.7185,0.6435,1.3049,109.51
0.72952,1.553,8.1687,9.0173,1.1973,1.7184,0.6439,1.3054,109.56
0.72845,1.5542,8.1685,9.0185,1.196,1.7173,0.64375,1.3049,109.6
0.72828,1.5542,8.1675,9.0185,1.1971,1.7187,0.64335,1.3046,109.67
0.72802,1.554,8.1615,9.0179,1.1963,1.7183,0.6432,1.3058,109.77
0.72768,1.5543,8.1625,9.0133,1.196,1.7188,0.64355,1.3055,109.71
0.72778,1.5555,8.163,9.016,1.1962,1.7185,0.6435,1.3051,109.77
0.72732,1.5571,8.1632,9.0143,1.1962,1.7195,0.64305,1.305,109.67
0.72682,1.557,8.1625,9.014,1.1965,1.72,0.64285,1.3048,109.73
0.72685,1.5567,8.162,9.0141,1.1962,1.7194,0.6428,1.3049,109.66
0.72705,1.5569,8.1585,9.0125,1.1948,1.719,0.64235,1.3075,109.34
0.72712,1.5563,8.1603,9.0128,1.1949,1.7202,0.64275,1.3073,109.4
0.72722,1.5553,8.1655,9.0103,1.1964,1.7212,0.64315,1.3055,109.38
0.72855,1.5559,8.1638,9.0051,1.1973,1.721,0.6439,1.3056,109.28
0.72898,1.5566,8.165,9.0044,1.1986,1.7231,0.6435,1.3058,109.19
0.72845,1.5569,8.1657,9.0075,1.1977,1.7225,0.6436,1.3041,109.24
0.72855,1.5572,8.168,9.0087,1.2,1.7239,0.64355,1.3018,109.28
0.72922,1.5561,8.1695,9.0123,1.2034,1.7265,0.64405,1.3004,109.19
0.73165,1.5542,8.1685,9.012,1.2067,1.7282,0.64655,1.2976,109.22
0.73135,1.5549,8.1653,9.0135,1.2074,1.7283,0.6472,1.2987,109.03
0.73158,1.5547,8.1641,9.012,1.2084,1.7292,0.6468,1.298,108.78
0.73142,1.5544,8.165,9.0107,1.2082,1.7299,0.6465,1.2977,108.91
0.73095,1.5543,8.1655,9.0155,1.2083,1.7307,0.6465,1.2977,108.83
0.73115,1.5556,8.1665,9.016,1.2084,1.7296,0.6463,1.2973,108.84
0.73098,1.5553,8.1665,9.017,1.2072,1.7283,0.6461,1.298,108.74
0.73128,1.5549,8.1665,9.0182,1.2079,1.7289,0.6466,1.2979,108.73
0.73112,1.5557,8.167,9.0137,1.2077,1.7282,0.646,1.2982,108.67
0.73065,1.5562,8.168,9.0155,1.2076,1.7287,0.6458,1.2991,108.65
0.73112,1.5563,8.168,9.0162,1.2077,1.7289,0.6464,1.2983,108.64
0.73125,1.5557,8.1673,9.0153,1.2082,1.7297,0.6464,1.2976,108.59
0.73145,1.5556,8.1653,9.0137,1.2082,1.7301,0.64665,1.2976,108.64
0.73018,1.5555,8.1653,9.0105,1.2082,1.729,0.6458,1.2984,108.68
0.73248,1.556,8.1653,9.009,1.2098,1.7305,0.6467,1.2979,108.69
0.73205,1.5561,8.1653,9.0087,1.2086,1.7294,0.64635,1.2979,108.71
0.73215,1.5562,8.1653,9.0087,1.2085,1.7294,0.6459,1.2967,108.78
0.7323,1.5562,8.166,9.0125,1.2094,1.7303,0.6461,1.2964,108.73
0.73135,1.5565,8.1655,9.0135,1.2085,1.7298,0.6457,1.2982,108.79
0.73148,1.5567,8.1655,9.014,1.2087,1.7297,0.6461,1.2977,108.79
0.73138,1.5564,8.1655,9.0135,1.208,1.7295,0.6459,1.2977,108.79
0.73188,1.5564,8.1655,9.0135,1.2084,1.7301,0.6462,1.298,108.75
0.73202,1.5562,8.1655,9.0135,1.2083,1.7303,0.6465,1.2981,108.76
0.73208,1.5563,8.1655,9.0135,1.2082,1.73,0.6465,1.2983,108.77
0.73215,1.5564,8.1655,9.0145,1.2083,1.7294,0.6465,1.2982,108.78
0.73232,1.5565,8.1655,9.0145,1.2088,1.7299,0.6467,1.2981,108.75
0.73258,1.5563,8.1655,9.0145,1.209,1.7297,0.6469,1.2982,108.74
0.73258,1.5564,8.1655,9.0147,1.2087,1.7296,0.6473,1.2983,108.67
0.73252,1.556,8.1655,9.015,1.2085,1.7295,0.6469,1.2982,108.63
0.73255,1.5565,8.1657,9.0155,1.2096,1.731,0.6473,1.2979,108.53
0.73258,1.5562,8.1657,9.0155,1.2094,1.7311,0.6473,1.2978,108.57
0.73255,1.556,8.163,9.012,1.2089,1.7305,0.6474,1.2972,108.54
0.73322,1.556,8.163,9.0163,1.2081,1.7294,0.64785,1.2976,108.65
0.73362,1.5565,8.1535,9.0167,1.2083,1.7279,0.64835,1.2968,108.66
0.73332,1.5571,8.1505,9.0173,1.2077,1.7281,0.6483,1.297,108.65
0.73382,1.5576,8.1465,9.0178,1.2085,1.7278,0.6473,1.2963,108.57
0.73518,1.5578,8.1475,9.0143,1.2103,1.7296,0.64815,1.2961,108.39
0.73485,1.5573,8.1475,9.0084,1.21,1.7291,0.64805,1.2975,108.47
0.73515,1.5573,8.1485,9.0071,1.2094,1.7276,0.64805,1.2967,108.51
0.73542,1.5572,8.148,9.0076,1.2096,1.7282,0.64895,1.2961,108.44
0.73542,1.5572,8.148,9.0076,1.2096,1.7282,0.64895,1.2961,108.44
0.73585,1.5575,8.1465,9.0028,1.2113,1.7291,0.64955,1.297,108.33
0.73625,1.5566,8.1415,8.9857,1.2107,1.7291,0.6501,1.2979,108.39
0.73475,1.557,8.1448,8.98,1.2093,1.7281,0.64965,1.2989,108.44
0.73495,1.5576,8.131,8.986,1.2089,1.7286,0.64775,1.3005,108.27
0.73542,1.5581,8.129,8.9833,1.2099,1.7292,0.64875,1.3005,108.22
0.73512,1.5579,8.1127,8.98,1.2091,1.7274,0.64795,1.3009,108.25
0.73548,1.5585,8.1175,8.9726,1.2104,1.7284,0.64845,1.3002,108.31
0.73545,1.5587,8.1223,8.9698,1.2104,1.7277,0.64835,1.2997,108.22
0.73625,1.5583,8.1255,8.975,1.2107,1.7268,0.64895,1.2994,108.2
0.73618,1.5581,8.1253,8.9723,1.2098,1.7258,0.64875,1.3001,108.2
0.73558,1.5585,8.1247,8.9807,1.2086,1.7259,0.6483,1.2998,108.2
0.73565,1.5589,8.1243,8.9735,1.2083,1.7263,0.6483,1.3,108.18
0.73625,1.5592,8.1265,8.9785,1.2098,1.7277,0.6491,1.2994,108.14
0.73592,1.5594,8.1245,8.9757,1.2095,1.7274,0.6486,1.3001,108.15
0.73595,1.5597,8.1255,8.9731,1.2097,1.7272,0.6487,1.3006,108.22
0.73615,1.5587,8.1255,8.9757,1.2104,1.7273,0.649,1.3002,108.2
0.73655,1.5592,8.1275,8.9775,1.2109,1.7277,0.647,1.2997,108.16
0.73615,1.5589,8.1244,8.9775,1.2112,1.7279,0.64545,1.2998,108.16
0.73642,1.5583,8.1253,8.9735,1.2104,1.7275,0.6456,1.2996,108.22
0.73728,1.5578,8.1265,8.978,1.2106,1.7281,0.6461,1.301,108.24
0.73678,1.5578,8.126,8.975,1.2115,1.728,0.6461,1.3008,108.24
0.73652,1.5576,8.126,8.9767,1.2115,1.7281,0.6456,1.3007,108.25
0.73655,1.5579,8.126,8.9742,1.211,1.7277,0.6459,1.3005,108.35
0.73658,1.5581,8.126,8.9742,1.2113,1.7273,0.6459,1.3007,108.35
0.73672,1.5581,8.126,8.9745,1.2108,1.7264,0.6461,1.3024,108.23
0.73682,1.5581,8.126,8.9745,1.2113,1.7266,0.6462,1.3017,108.14
0.73648,1.5589,8.126,8.9745,1.2107,1.7239,0.645,1.3019,108.15
0.73618,1.5593,8.126,8.9745,1.2116,1.7245,0.6447,1.3017,108.25
0.73622,1.5587,8.126,8.9745,1.2116,1.7249,0.6455,1.3016,108.25
0.73575,1.5587,8.126,8.9745,1.208,1.7242,0.6453,1.3016,108.37
0.73555,1.5582,8.126,8.9705,1.2074,1.7237,0.6452,1.3017,108.28
0.73522,1.5586,8.126,8.971,1.2065,1.7234,0.6448,1.3026,108.22
0.73542,1.5582,8.126,8.971,1.2055,1.7235,0.6448,1.3024,108.27
0.73465,1.558,8.126,8.9705,1.2054,1.7239,0.6444,1.3033,108.25
0.73478,1.559,8.126,8.9717,1.2064,1.7239,0.6435,1.3037,108.23
0.73542,1.5591,8.126,8.971,1.2062,1.724,0.6443,1.3035,108.31
0.73532,1.5588,8.1175,8.9707,1.2053,1.7232,0.6444,1.3038,108.28
0.73542,1.5598,8.117,8.9697,1.2066,1.7244,0.6448,1.3037,108.28
0.73555,1.5598,8.117,8.9713,1.208,1.7255,0.6452,1.3029,108.31
0.73652,1.5594,8.118,8.9731,1.2086,1.7253,0.64585,1.3028,108.2
0.73612,1.5588,8.1163,8.9717,1.2075,1.7252,0.64585,1.3033,108.16
0.73585,1.5579,8.1198,8.9712,1.2077,1.7262,0.64575,1.304,108.15
0.73675,1.5581,8.107,8.968,1.2083,1.7244,0.64575,1.3061,108.17
0.73538,1.5577,8.0907,8.9664,1.207,1.7239,0.64475,1.3073,108.17
0.73583,1.5576,8.0992,8.9683,1.2058,1.7231,0.64525,1.307,108.2
0.73527,1.5579,8.1015,8.9673,1.207,1.7233,0.64555,1.306,108.21
0.73445,1.5586,8.1053,8.9689,1.2059,1.7219,0.64505,1.3062,108.2
0.73488,1.5586,8.0993,8.9671,1.2067,1.7229,0.64565,1.3064,108.22
0.73462,1.5585,8.104,8.9693,1.2069,1.7223,0.64495,1.3058,108.23
0.73498,1.5589,8.1025,8.9683,1.2067,1.7226,0.64515,1.3062,108.26
0.73568,1.557,8.092,8.964,1.2079,1.7242,0.6467,1.3078,108.18
0.73712,1.5561,8.0783,8.969,1.2124,1.7284,0.64715,1.3039,107.98
0.73638,1.5564,8.088,8.9725,1.2133,1.7277,0.64765,1.3032,108.11
0.73575,1.5575,8.0895,8.979,1.2126,1.7227,0.64735,1.304,108.14
0.73438,1.5577,8.0845,8.9683,1.2099,1.7218,0.64655,1.3056,108.23
0.73195,1.5589,8.0855,8.9625,1.2036,1.7181,0.6444,1.3128,108.46
0.73405,1.5595,8.0855,8.965,1.207,1.7208,0.6461,1.3115,108.32
0.73328,1.5588,8.087,8.9725,1.2074,1.7199,0.6452,1.313,108.17
0.73442,1.5571,8.0847,8.9675,1.2094,1.722,0.64615,1.3139,108.17
0.73475,1.5578,8.0825,8.965,1.2109,1.722,0.6458,1.3129,108.04
0.73572,1.5564,8.0863,8.9675,1.2117,1.7229,0.6463,1.3119,108.12
0.73575,1.5572,8.0837,8.9672,1.212,1.7232,0.646,1.3117,108.1
0.73572,1.5583,8.0837,8.9663,1.2111,1.7221,0.6455,1.3118,108.1
0.73532,1.558,8.0833,8.9675,1.2102,1.7223,0.6449,1.312,108.14
0.73452,1.5575,8.0833,8.9667,1.2083,1.7215,0.6448,1.3123,108.25
0.73465,1.5573,8.0833,8.9665,1.2073,1.7218,0.64495,1.3123,108.26
0.73565,1.5578,8.0833,8.9644,1.2086,1.7222,0.6453,1.3107,108.24
0.73568,1.5575,8.0833,8.9642,1.2084,1.7219,0.6452,1.3112,108.21
0.73598,1.5575,8.0833,8.966,1.2093,1.7217,0.645,1.3124,108.25
0.73585,1.557,8.0833,8.967,1.2088,1.7216,0.6448,1.3118,108.24
0.73538,1.5566,8.0833,8.9667,1.2086,1.72,0.64485,1.3124,108.29
0.73522,1.5561,8.0833,8.9667,1.2077,1.7202,0.6448,1.3115,108.28
0.73525,1.5558,8.0833,8.9667,1.2083,1.7204,0.6453,1.3113,108.29
0.73475,1.5565,8.0833,8.9667,1.2077,1.72,0.6448,1.3108,108.33
0.73462,1.5565,8.0833,8.9667,1.2082,1.7214,0.6449,1.3106,108.25
0.73445,1.5575,8.0833,8.967,1.2079,1.722,0.6449,1.3106,108.25
0.73412,1.5576,8.0833,8.9667,1.2083,1.722,0.6445,1.3131,108.27
0.73462,1.5575,8.0833,8.9667,1.2089,1.722,0.6447,1.3119,108.28
0.73468,1.5575,8.0833,8.9667,1.2085,1.7219,0.6448,1.3122,108.29
0.73455,1.5579,8.0833,8.9667,1.2084,1.7221,0.6447,1.3123,108.28
0.73448,1.5568,8.0833,8.9667,1.2083,1.7222,0.6448,1.312,108.32
0.73448,1.5576,8.0833,8.9667,1.2086,1.7222,0.6449,1.312,108.29
0.73455,1.5574,8.0833,8.9667,1.2083,1.7227,0.6448,1.3121,108.37
0.73458,1.5573,8.0833,8.9647,1.2086,1.7224,0.6449,1.312,108.36
0.7346,1.556,8.0775,8.9638,1.2088,1.7228,0.6456,1.3115,108.35
0.73475,1.5571,8.0825,8.9631,1.2092,1.7231,0.6455,1.3113,108.36
0.73475,1.5571,8.0815,8.964,1.2087,1.7223,0.6455,1.3117,108.39
0.73445,1.5575,8.0845,8.965,1.2094,1.7223,0.6444,1.3107,108.33
0.73422,1.5573,8.0785,8.9643,1.2087,1.723,0.64475,1.3106,108.31
0.73458,1.5573,8.084,8.9677,1.2078,1.7217,0.6448,1.311,108.31
0.73445,1.5579,8.0815,8.9703,1.2078,1.7211,0.64475,1.312,108.28
0.73415,1.5579,8.0818,8.9634,1.207,1.7211,0.6443,1.3136,108.19
0.73495,1.5574,8.0823,8.9527,1.2079,1.7217,0.64415,1.3124,108.22
0.73452,1.5568,8.0853,8.954,1.2078,1.7215,0.6437,1.311,108.24
0.73428,1.5573,8.085,8.9528,1.2083,1.7217,0.64375,1.31,108.2
0.7346,1.5577,8.0833,8.9513,1.2073,1.7216,0.6435,1.31,108.27
0.73418,1.5574,8.081,8.9543,1.2073,1.7223,0.64375,1.306,108.33
0.73422,1.5575,8.084,8.9515,1.2072,1.7216,0.6438,1.3056,108.28
0.73442,1.5579,8.0813,8.951,1.2091,1.7226,0.6439,1.3046,108.22
0.73532,1.5567,8.0825,8.9536,1.2128,1.725,0.6446,1.3041,108.05
0.73492,1.5565,8.081,8.9595,1.2112,1.7235,0.6445,1.3065,108.06
0.73492,1.5566,8.0835,8.9593,1.2114,1.7239,0.6447,1.3059,107.97
0.73472,1.5533,8.087,8.953,1.2118,1.7248,0.6443,1.3049,108
0.73495,1.5536,8.0863,8.9549,1.2138,1.725,0.64415,1.305,107.89
0.73578,1.5513,8.0883,8.9515,1.2161,1.7284,0.64515,1.305,107.72
0.73592,1.5509,8.0845,8.946,1.2153,1.7272,0.6455,1.3051,107.82
0.73575,1.5511,8.0853,8.956,1.2139,1.7273,0.6452,1.305,107.82
0.73578,1.551,8.086,8.9545,1.2152,1.7279,0.6453,1.3046,107.74
0.73632,1.5512,8.087,8.9547,1.2157,1.7277,0.6455,1.3035,107.68
0.73682,1.5512,8.0845,8.9535,1.2167,1.7297,0.6454,1.3036,107.59
0.73655,1.5507,8.0897,8.9525,1.2166,1.7307,0.6454,1.3043,107.56
0.73645,1.5501,8.0897,8.9543,1.2161,1.7294,0.6454,1.3052,107.67
0.73675,1.5505,8.0903,8.9557,1.2168,1.7297,0.6454,1.3048,107.7
0.73638,1.5506,8.0903,8.957,1.2161,1.7291,0.6454,1.3052,107.71
0.73648,1.5514,8.0903,8.9575,1.2165,1.7289,0.6454,1.3052,107.71
0.73662,1.5509,8.0915,8.9525,1.2167,1.7296,0.6454,1.3057,107.66
0.73662,1.5509,8.0915,8.9525,1.2167,1.7296,0.6454,1.3057,107.66
0.73662,1.5509,8.0915,8.9525,1.2167,1.7296,0.6454,1.3057,107.66
0.73662,1.5509,8.0915,8.9525,1.2167,1.7296,0.6454,1.3057,107.66
0.73662,1.5509,8.0915,8.9525,1.2167,1.7296,0.6454,1.3057,107.66
0.73645,1.5517,8.091,8.959,1.2166,1.7289,0.6454,1.3047,107.57
0.73778,1.5517,8.091,8.966,1.2169,1.7288,0.64645,1.3047,107.67
0.73795,1.5523,8.091,8.966,1.2169,1.7295,0.6462,1.3047,107.76
0.73812,1.5521,8.091,8.966,1.2172,1.7296,0.6462,1.3047,107.73
0.73798,1.552,8.091,8.966,1.216,1.7285,0.6458,1.3047,107.73
0.73828,1.5518,8.091,8.966,1.2157,1.7292,0.6467,1.3047,107.74
0.73858,1.5525,8.091,8.966,1.2159,1.729,0.6468,1.3047,107.73
0.73848,1.5526,8.091,8.966,1.2158,1.7287,0.6471,1.3047,107.66
0.73855,1.5528,8.091,8.966,1.2159,1.7287,0.6463,1.3047,107.65
0.73855,1.5529,8.091,8.966,1.2155,1.728,0.6458,1.3047,107.64
0.73858,1.5528,8.091,8.966,1.2154,1.7283,0.6463,1.3047,107.65
0.73862,1.5524,8.091,8.958,1.2161,1.7286,0.6463,1.3047,107.64
0.73852,1.5514,8.0895,8.958,1.2164,1.7289,0.6464,1.3038,107.58
0.73887,1.5519,8.0893,8.958,1.2167,1.7293,0.6469,1.3034,107.6
0.73868,1.5521,8.077,8.9621,1.2166,1.729,0.6471,1.3036,107.64
0.73915,1.5516,8.0805,8.96,1.216,1.7273,0.6473,1.3037,107.59
0.73907,1.5516,8.081,8.9575,1.2176,1.7286,0.64745,1.3029,107.6
0.73938,1.551,8.0743,8.9482,1.2186,1.7318,0.6471,1.303,107.6
0.73927,1.5505,8.0765,8.9467,1.2186,1.7324,0.6473,1.3038,107.59
0.73972,1.5497,8.075,8.9486,1.2184,1.7323,0.6473,1.3044,107.61
0.73992,1.5499,8.077,8.9446,1.2179,1.7314,0.6474,1.3043,107.62
0.73972,1.5494,8.078,8.9455,1.2193,1.7328,0.6474,1.304,107.58
0.73988,1.5489,8.086,8.9456,1.2194,1.7338,0.6474,1.3026,107.56
0.74005,1.5489,8.0843,8.9476,1.2211,1.7348,0.6473,1.3042,107.57
0.73935,1.5469,8.0865,8.9449,1.2203,1.7344,0.6471,1.3037,107.58
0.74058,1.5472,8.083,8.9412,1.2204,1.7351,0.6469,1.3024,107.59
0.74135,1.5475,8.0815,8.937,1.2222,1.7347,0.6478,1.3015,107.36
0.74115,1.5461,8.0825,8.943,1.2233,1.7354,0.6478,1.3028,107.24
0.74028,1.5471,8.083,8.9396,1.2215,1.7334,0.647,1.3028,107.21
0.74038,1.5476,8.092,8.9328,1.2207,1.7324,0.6472,1.3032,107.24
0.73965,1.5476,8.108,8.93,1.2207,1.7321,0.64635,1.3025,107.26
0.73945,1.5477,8.106,8.9283,1.2213,1.7329,0.6467,1.3024,107.31
0.73988,1.5476,8.1148,8.931,1.2219,1.7327,0.6468,1.3008,107.21
0.74028,1.5475,8.122,8.935,1.2223,1.7336,0.6474,1.2969,107.2
0.74065,1.548,8.122,8.9317,1.2221,1.7329,0.647,1.2964,107.2
0.74048,1.5477,8.1205,8.931,1.2224,1.7333,0.6472,1.2976,107.16
0.74035,1.5481,8.1195,8.9307,1.2208,1.7329,0.647,1.2987,107.62
0.74038,1.5482,8.1185,8.932,1.223,1.7326,0.6473,1.2978,107.4
0.74032,1.5482,8.1185,8.9312,1.2233,1.7322,0.6472,1.2966,107.39
0.74025,1.5483,8.119,8.9355,1.2224,1.7326,0.6469,1.2978,107.42
0.74068,1.5488,8.1223,8.9375,1.2229,1.7333,0.6477,1.2974,107.4
0.74005,1.5487,8.1253,8.9387,1.2229,1.7327,0.6473,1.298,107.37
0.74042,1.5486,8.1253,8.9413,1.222,1.7336,0.6476,1.2983,107.35
0.74042,1.5494,8.1253,8.9385,1.2219,1.7331,0.6475,1.2982,107.39
0.74042,1.5491,8.1253,8.9425,1.2225,1.7338,0.6477,1.2976,107.39
0.74075,1.5492,8.1253,8.935,1.2226,1.7339,0.6479,1.2965,107.4
0.74095,1.5492,8.1253,8.935,1.2227,1.7338,0.648,1.297,107.4
0.74062,1.5493,8.1253,8.9398,1.222,1.7335,0.6472,1.2969,107.39
0.73975,1.5488,8.1253,8.9385,1.222,1.734,0.6474,1.2972,107.35
0.73968,1.5489,8.1253,8.9365,1.222,1.7335,0.64725,1.2985,107.39
0.73957,1.5485,8.1253,8.9375,1.2222,1.7339,0.6471,1.2991,107.4
0.73875,1.5484,8.1253,8.9385,1.2221,1.7337,0.6464,1.2997,107.38
0.73902,1.5489,8.1253,8.9375,1.2224,1.7336,0.6466,1.2997,107.39
0.73915,1.5489,8.1253,8.9385,1.2225,1.7341,0.6466,1.3,107.38
0.73918,1.5491,8.1253,8.9392,1.2225,1.7342,0.6474,1.2991,107.35
0.74012,1.5491,8.1253,8.9392,1.2226,1.7342,0.648,1.2995,107.33
0.73945,1.5493,8.1253,8.9411,1.2219,1.7339,0.6475,1.3001,107.32
0.73925,1.5487,8.1253,8.9417,1.2222,1.7338,0.6477,1.2988,107.31
0.73968,1.5487,8.1253,8.941,1.2225,1.7344,0.6477,1.2993,107.22
0.74018,1.5489,8.1253,8.939,1.2227,1.7354,0.6481,1.2985,107.21
0.74012,1.5489,8.129,8.9372,1.2227,1.7351,0.6472,1.3,107.19
0.74055,1.5487,8.1295,8.9367,1.2236,1.7359,0.64775,1.2995,107.17
0.74072,1.5479,8.128,8.9348,1.2236,1.7357,0.648,1.2984,107.17
0.74042,1.5479,8.1105,8.9145,1.2229,1.7358,0.64765,1.2992,107.19
0.74102,1.5475,8.1173,8.928,1.2242,1.739,0.64785,1.2973,107.16
0.74072,1.5459,8.1125,8.926,1.2247,1.7393,0.64795,1.2971,107.15
0.74115,1.5467,8.1105,8.9267,1.2265,1.7405,0.6478,1.2974,107.27
0.74198,1.5466,8.112,8.9328,1.2265,1.7396,0.6483,1.2975,107.15
0.74252,1.5474,8.1103,8.935,1.226,1.7407,0.64845,1.2969,107.14
0.74182,1.548,8.112,8.9342,1.2261,1.7406,0.64855,1.2977,107.15
0.74142,1.5476,8.112,8.9355,1.2258,1.7403,0.6483,1.2989,107.16
0.74172,1.5471,8.1145,8.9366,1.2265,1.7429,0.6488,1.298,107.12
0.74222,1.5467,8.1165,8.9409,1.2264,1.7432,0.64835,1.2985,107.09
0.74202,1.5476,8.112,8.9387,1.2256,1.7439,0.64865,1.2978,107.23
0.74188,1.5476,8.1155,8.9416,1.2255,1.7428,0.6483,1.2981,107.22
0.74092,1.5475,8.1125,8.9458,1.2244,1.7446,0.6477,1.2995,107.25
0.74065,1.5478,8.1155,8.9425,1.2237,1.7446,0.6486,1.3006,107.33
0.73975,1.5487,8.1185,8.9375,1.2245,1.7441,0.6475,1.3028,107.24
0.73922,1.5488,8.1215,8.9405,1.2228,1.743,0.64665,1.3095,107.28
0.73825,1.5486,8.1203,8.9356,1.2213,1.7421,0.64585,1.3117,107.37
0.73818,1.5483,8.122,8.9311,1.221,1.7417,0.64535,1.3111,107.34
0.74002,1.5483,8.1213,8.931,1.2229,1.7436,0.64665,1.3087,107.25
0.73962,1.5487,8.1215,8.93,1.2226,1.7429,0.6463,1.3107,107.24
0.73902,1.548,8.1213,8.9317,1.2212,1.7425,0.6461,1.3099,107.22
0.73865,1.5489,8.1207,8.9342,1.2208,1.7426,0.6462,1.3108,107.2
0.73938,1.5478,8.1217,8.9357,1.222,1.7432,0.6461,1.309,107.17
0.74015,1.5476,8.1215,8.9355,1.2227,1.7434,0.6474,1.3077,107.12
0.74155,1.5469,8.1215,8.9355,1.2234,1.7457,0.6482,1.3087,107.08
0.74165,1.5468,8.1207,8.9375,1.2243,1.7461,0.6486,1.3087,107.08
0.74178,1.5471,8.1207,8.9363,1.2256,1.7464,0.6492,1.3083,107.02
0.74138,1.5471,8.1207,8.937,1.2262,1.7472,0.6488,1.3067,106.98
0.74155,1.5473,8.1207,8.9397,1.2256,1.7467,0.6492,1.3056,107.08
0.74128,1.5474,8.1207,8.9397,1.2254,1.7463,0.649,1.3056,107.16
0.74055,1.5474,8.1207,8.935,1.2252,1.7462,0.6488,1.3075,107.16
0.74062,1.5474,8.1207,8.9345,1.2252,1.7462,0.6487,1.3075,107.17
0.74025,1.5475,8.1207,8.9315,1.2249,1.7453,0.6485,1.3071,107.11
0.74042,1.5476,8.1207,8.93,1.2248,1.7451,0.6487,1.3075,107.16
0.73975,1.5483,8.1185,8.9322,1.2237,1.7444,0.6479,1.3084,107.22
0.74002,1.5481,8.1185,8.9322,1.2227,1.7438,0.6483,1.3087,107.26
0.74042,1.5478,8.1185,8.9267,1.2218,1.7436,0.6485,1.3066,107.26
0.74018,1.5478,8.1185,8.9257,1.2227,1.7437,0.6481,1.3082,107.31
0.74028,1.5478,8.1185,8.925,1.222,1.7438,0.6483,1.3081,107.36
0.74028,1.5479,8.1185,8.925,1.2221,1.7436,0.6482,1.308,107.36
0.74035,1.5485,8.1175,8.925,1.2222,1.7443,0.6483,1.3078,107.33
0.74042,1.5486,8.1175,8.9249,1.2218,1.7441,0.6481,1.3077,107.36
0.74032,1.5487,8.1175,8.9249,1.2219,1.7445,0.6484,1.3075,107.36
0.74032,1.5488,8.1175,8.9245,1.2217,1.7447,0.6482,1.3077,107.36
0.74002,1.5488,8.1175,8.924,1.2209,1.7438,0.6486,1.3079,107.4
0.74002,1.5485,8.118,8.924,1.2207,1.7434,0.6488,1.3087,107.39
0.73967,1.5486,8.1175,8.93,1.22,1.7422,0.6487,1.3095,107.36
0.73872,1.5482,8.1207,8.9243,1.2179,1.7409,0.6475,1.3093,107.48
0.73758,1.5489,8.1225,8.9307,1.2176,1.7396,0.64715,1.3085,108.44
0.73752,1.5491,8.1175,8.9293,1.217,1.7382,0.64705,1.3113,108.49
0.73775,1.5479,8.1165,8.9388,1.2167,1.7355,0.64645,1.3119,108.46
0.73775,1.5474,8.1395,8.9467,1.218,1.7365,0.64615,1.3116,108.44
0.73802,1.5468,8.1358,8.9458,1.2203,1.7378,0.64705,1.3092,108.41
0.73948,1.5473,8.1363,8.9442,1.2216,1.7417,0.64815,1.3088,108.28
0.73965,1.5477,8.14,8.944,1.2217,1.7443,0.64815,1.3089,108.33
0.74005,1.5473,8.1405,8.948,1.2225,1.7452,0.64855,1.309,108.24
0.73955,1.5471,8.141,8.948,1.223,1.7452,0.6485,1.3088,108.17
0.73965,1.5472,8.1397,8.9445,1.2227,1.7442,0.6491,1.3112,108.11
0.74008,1.5465,8.1383,8.939,1.2238,1.7444,0.64875,1.3096,108.14
0.74008,1.5467,8.1275,8.9358,1.2246,1.7439,0.64865,1.3096,108.06
0.74072,1.5467,8.1298,8.9318,1.2245,1.7454,0.6492,1.3097,108
0.74075,1.5465,8.1385,8.9434,1.2246,1.7456,0.6486,1.3092,107.99
0.74035,1.5459,8.1345,8.9455,1.2263,1.7476,0.6487,1.3069,107.97
0.73995,1.5462,8.133,8.9485,1.2242,1.7449,0.64815,1.3095,108.03
0.73995,1.546,8.138,8.9518,1.2246,1.7461,0.64795,1.308,108.03
0.73992,1.5462,8.1445,8.9566,1.2234,1.7453,0.64745,1.3082,108.37
0.73985,1.5457,8.1393,8.964,1.2207,1.7434,0.64825,1.3087,108.44
0.73952,1.5475,8.1445,8.9695,1.2204,1.7434,0.6483,1.3084,108.42
0.74025,1.5482,8.1467,8.9645,1.2216,1.7442,0.6486,1.3069,108.37
0.74038,1.5476,8.139,8.9667,1.2212,1.7447,0.6484,1.3057,108.37
0.73975,1.5476,8.1395,8.9662,1.2212,1.7433,0.6477,1.3056,108.36
0.73942,1.548,8.1425,8.9615,1.2212,1.7429,0.6473,1.3071,108.32
0.73972,1.5478,8.1403,8.958,1.2218,1.7429,0.6479,1.3071,108.29
0.73905,1.5481,8.1395,8.956,1.2217,1.7427,0.6474,1.3067,108.25
0.73902,1.5482,8.1383,8.956,1.2219,1.7442,0.6474,1.3072,108.25
0.73868,1.5479,8.1385,8.958,1.222,1.7431,0.6472,1.3081,108.27
0.74005,1.5477,8.14,8.9565,1.2221,1.7428,0.6476,1.3084,108.39
0.73875,1.5478,8.1405,8.9577,1.221,1.7426,0.6474,1.3083,108.42
